AccessionId	CDC	Pango	Collected	Country
SRR18122931	Omicron	BA.1	2/13/2022	USA
SRR18122932	Omicron	BA.1	2/12/2022	USA
SRR18122943	Omicron	BA.1	2/12/2022	USA
SRR18122946	Omicron	BA.1	2/12/2022	USA
SRR18122947	Omicron	BA.1	2/13/2022	USA
SRR18122954	Omicron	BA.1	2/12/2022	USA
SRR18122955	Omicron	BA.1	2/12/2022	USA
SRR18122957	Omicron	BA.1	2/13/2022	USA
SRR18122961	Omicron	BA.1	2/10/2022	USA
SRR18122962	Omicron	BA.1	2/10/2022	USA
SRR18122972	Omicron	BA.1	2/12/2022	USA
SRR18122987	Omicron	BA.1	2/13/2022	USA
SRR18122989	Omicron	BA.1	2/9/2022	USA
SRR18122994	Omicron	BA.1	2/12/2022	USA
SRR18122996	Omicron	BA.2	2/12/2022	USA
SRR18123002	Omicron	BA.1	2/10/2022	USA
SRR18123003	Omicron	BA.1	2/12/2022	USA
SRR18123019	Omicron	BA.1	2/12/2022	USA
SRR18123025	Omicron	BA.1	2/9/2022	USA
SRR18123027	Omicron	BA.1	2/10/2022	USA
SRR18123032	Omicron	BA.1	2/12/2022	USA
SRR18123034	Omicron	BA.1	2/13/2022	USA
SRR18123037	Omicron	BA.2	2/9/2022	USA
SRR18123058	Omicron	BA.1	2/9/2022	USA
SRR18123059	Omicron	BA.1	2/9/2022	USA
SRR18123066	Omicron	BA.1	2/12/2022	USA
SRR18123074	Omicron	BA.2	2/13/2022	USA
SRR18123078	Omicron	BA.1	2/13/2022	USA
SRR18123088	Omicron	BA.1	2/13/2022	USA
SRR18123092	Omicron	BA.1	2/12/2022	USA
SRR18123104	Omicron	BA.1	2/12/2022	USA
SRR18123108	Omicron	BA.1	2/12/2022	USA
SRR18123116	Omicron	BA.1	2/9/2022	USA
SRR18123121	Omicron	BA.1	2/12/2022	USA
SRR18123125	Omicron	BA.1	2/13/2022	USA
SRR18123134	Omicron	BA.1	2/10/2022	USA
SRR18123135	Omicron	BA.1	2/12/2022	USA
SRR18123144	Omicron	BA.1	2/12/2022	USA
SRR18123147	Omicron	BA.1	2/13/2022	USA
SRR18123148	Omicron	BA.1	2/12/2022	USA
SRR18123160	Omicron	BA.1	2/10/2022	USA
SRR18123166	Omicron	BA.1	2/12/2022	USA
SRR18123177	Omicron	BA.1	2/13/2022	USA
SRR18123180	Omicron	BA.1	2/13/2022	USA
SRR18123183	Omicron	BA.1	2/13/2022	USA
SRR18123185	Omicron	BA.1	2/13/2022	USA
SRR18123186	Omicron	BA.2	2/12/2022	USA
SRR18123193	Omicron	BA.1	2/12/2022	USA
SRR18123206	Omicron	BA.1	2/13/2022	USA
SRR18123217	Omicron	BA.1	2/12/2022	USA
SRR18123222	Omicron	BA.1	2/13/2022	USA
SRR18123229	Omicron	BA.1	2/12/2022	USA
SRR18123235	Omicron	BA.1	2/10/2022	USA
SRR18123243	Omicron	BA.1	2/12/2022	USA
SRR18123246	Omicron	BA.1	2/12/2022	USA
SRR18123248	Omicron	BA.1	2/12/2022	USA
SRR18123258	Omicron	BA.1	2/12/2022	USA
SRR18123259	Omicron	BA.1	2/12/2022	USA
SRR18123262	Omicron	BA.1	2/12/2022	USA
SRR18123264	Omicron	BA.1	2/13/2022	USA
SRR18123267	Omicron	BA.1	2/12/2022	USA
SRR18123272			2/12/2022	USA
SRR18123279	Omicron	BA.1	2/10/2022	USA
SRR18123287	Omicron	BA.1	2/13/2022	USA
SRR18123295	Omicron	BA.1	2/12/2022	USA
SRR18123297	Omicron	BA.1	2/9/2022	USA
SRR18123299	Omicron	BA.1	2/9/2022	USA
SRR18123304	Omicron	BA.1	2/10/2022	USA
SRR18123312	Omicron	BA.1	2/13/2022	USA
SRR18123313	Omicron	BA.1	2/12/2022	USA
SRR18123315	Omicron	BA.1	2/12/2022	USA
SRR18123316	Omicron	BA.1	2/9/2022	USA
SRR18123320	Omicron	BA.1	2/12/2022	USA
SRR18123324	Omicron	BA.1	2/12/2022	USA
SRR18123326	Omicron	BA.1	2/9/2022	USA
SRR18123327	Omicron	BA.1	2/10/2022	USA
SRR18123332	Omicron	BA.2	2/12/2022	USA
SRR18123346	Omicron	BA.1	2/12/2022	USA
SRR18123347	Omicron	BA.1	2/10/2022	USA
SRR18123350	Omicron	BA.1	2/12/2022	USA
SRR18123354	Omicron	BA.1	2/12/2022	USA
SRR18123365	Omicron	BA.1	2/12/2022	USA
SRR18123369	Omicron	BA.1	2/10/2022	USA
SRR18123376	Omicron	BA.1	2/13/2022	USA
SRR18123377	Omicron	BA.1	2/12/2022	USA
SRR18123379	Omicron	BA.1	2/13/2022	USA
SRR18123395	Omicron	BA.1	2/10/2022	USA
SRR18123397	Omicron	BA.1	2/12/2022	USA
SRR18123400	Omicron	BA.1	2/10/2022	USA
SRR18123401	Omicron	BA.1	2/12/2022	USA
SRR18123404	Omicron	BA.1	2/13/2022	USA
SRR18123405	Omicron	BA.1	2/12/2022	USA
SRR18123406	Omicron	BA.1	2/10/2022	USA
SRR18123412	Omicron	BA.1	2/13/2022	USA
SRR18123414	Omicron	BA.1	2/13/2022	USA
SRR18123415	Omicron	BA.2	2/13/2022	USA
SRR18123423	Omicron	BA.1	2/12/2022	USA
SRR18123425	Omicron	BA.1	2/12/2022	USA
SRR18123438	Omicron	BA.1	2/9/2022	USA
SRR18123462	Omicron	BA.1	2/9/2022	USA
SRR18123465	Omicron	BA.1	2/12/2022	USA
SRR18123469	Omicron	BA.1	2/13/2022	USA
SRR18123471	Omicron	BA.1	2/12/2022	USA
SRR18123489	Omicron	BA.1	2/13/2022	USA
SRR18123490	Omicron	BA.1	2/12/2022	USA
SRR18123493	Omicron	BA.1	2/10/2022	USA
SRR18123499	Omicron	BA.1	2/12/2022	USA
SRR18124890	Omicron	BA.1	1/12/2022	USA
SRR18124898	Omicron	BA.1	1/13/2022	USA
SRR18124899	Omicron	BA.1	1/13/2022	USA
SRR18125511	Omicron	BA.1	1/12/2022	USA
SRR18125514	Omicron	BA.1	1/12/2022	USA
SRR18125515	Omicron	BA.1	1/12/2022	USA
SRR18125516	Omicron	BA.1	1/12/2022	USA
SRR18125518	Omicron	BA.1	1/12/2022	USA
SRR18125521	Omicron	BA.1	1/12/2022	USA
SRR18125523	Omicron	BA.1	1/12/2022	USA
SRR18125524	Omicron	BA.1.1	1/12/2022	USA
SRR18125528	Omicron	BA.1	1/13/2022	USA
SRR18125541	Omicron	BA.1	1/12/2022	USA
SRR18125553	Omicron	BA.1	1/13/2022	USA
SRR18125569	Omicron	BA.1	1/11/2022	USA
SRR18125572	Omicron	BA.1	1/11/2022	USA
SRR18125574	Omicron	BA.1	1/12/2022	USA
SRR18125582	Omicron	BA.1	1/12/2022	USA
SRR18125587	Omicron	BA.1	1/13/2022	USA
SRR18125588	Omicron	BA.1	1/13/2022	USA
SRR18128788	Omicron	BA.1	1/9/2022	USA
SRR18128790	Omicron	BA.1	1/10/2022	USA
SRR18128811	Omicron	BA.1	1/10/2022	USA
SRR18128824	Omicron	BA.1	1/13/2022	USA
SRR18128827	Omicron	BA.1	1/13/2022	USA
SRR18128831	Omicron	BA.1	1/11/2022	USA
SRR18128855	Omicron	BA.1	1/11/2022	USA
SRR18128856	Omicron	BA.1	1/12/2022	USA
SRR18128857	Omicron	BA.1	1/13/2022	USA
SRR18128883	Omicron	BA.1	1/12/2022	USA
SRR18128888	Omicron	BA.1	1/13/2022	USA
SRR18128889	Omicron	BA.1	1/13/2022	USA
SRR18128909	Omicron	BA.1	1/12/2022	USA
SRR18129761	Omicron	BA.1	1/18/2022	USA
SRR18129762	Omicron	BA.1	12/23/2021	USA
SRR18129763	Delta	AY.103	12/28/2021	USA
SRR18129764	Omicron	BA.1	12/28/2021	USA
SRR18129765	Omicron	BA.1	12/28/2021	USA
SRR18129766	Omicron	BA.1	12/28/2021	USA
SRR18129767	Omicron	BA.1	12/28/2021	USA
SRR18129768	Omicron	BA.1	12/28/2021	USA
SRR18129769	Omicron	BA.1	12/28/2021	USA
SRR18129770	Omicron	BA.1	12/28/2021	USA
SRR18129771	Omicron	BA.1	12/28/2021	USA
SRR18129772	Omicron	BA.1	12/28/2021	USA
SRR18129773	Omicron	BA.1	1/18/2022	USA
SRR18129774	Omicron	BA.1	12/28/2021	USA
SRR18129775	Omicron	BA.1	12/28/2021	USA
SRR18129776	Omicron	BA.1	12/29/2021	USA
SRR18129777	Omicron	BA.1	12/29/2021	USA
SRR18129778	Omicron	BA.1	1/18/2022	USA
SRR18129779	Omicron	BA.1	12/29/2021	USA
SRR18129780	Omicron	BA.1	12/29/2021	USA
SRR18129781	Omicron	BA.1	12/29/2021	USA
SRR18129782	Omicron	BA.1	12/29/2021	USA
SRR18129783	Omicron	BA.1	12/29/2021	USA
SRR18129784	Omicron	BA.1	12/29/2021	USA
SRR18129785	Omicron	BA.1	12/30/2021	USA
SRR18129786	Omicron	BA.1	12/29/2021	USA
SRR18129787	Omicron	BA.1	12/29/2021	USA
SRR18129788	Omicron	BA.1	12/29/2021	USA
SRR18129789	Omicron	BA.1	1/18/2022	USA
SRR18129790	Omicron	BA.1	12/29/2021	USA
SRR18129791	Omicron	BA.1	12/29/2021	USA
SRR18129792	Omicron	BA.1	12/30/2021	USA
SRR18129793	Omicron	BA.1	12/29/2021	USA
SRR18129794	Omicron	BA.1	12/29/2021	USA
SRR18129795	Omicron	BA.1	12/29/2021	USA
SRR18129796	Omicron	BA.1	12/29/2021	USA
SRR18129797	Omicron	BA.1	12/29/2021	USA
SRR18129798	Omicron	BA.1	12/29/2021	USA
SRR18129799	Omicron	BA.1	12/29/2021	USA
SRR18129800	Omicron	BA.1	12/29/2021	USA
SRR18129801	Omicron	BA.1	12/29/2021	USA
SRR18129802	Omicron	BA.1	12/29/2021	USA
SRR18129803	Omicron	BA.1	12/30/2021	USA
SRR18129804	Omicron	BA.1	12/29/2021	USA
SRR18129805	Omicron	BA.1	12/29/2021	USA
SRR18129806	Omicron	BA.1	12/30/2021	USA
SRR18129807	Omicron	BA.1	12/29/2021	USA
SRR18129808	Omicron	BA.1	12/29/2021	USA
SRR18129809	Omicron	BA.1	12/28/2021	USA
SRR18129810	Omicron	BA.1	1/18/2022	USA
SRR18129811	Omicron	BA.1	12/30/2021	USA
SRR18129812	Omicron	BA.1	12/29/2021	USA
SRR18129813	Omicron	BA.1	12/30/2021	USA
SRR18129814	Omicron	BA.1	12/29/2021	USA
SRR18129815	Omicron	BA.1	12/30/2021	USA
SRR18129816	Omicron	BA.1	12/30/2021	USA
SRR18129817	Omicron	BA.1	12/30/2021	USA
SRR18129818	Omicron	BA.1	12/30/2021	USA
SRR18129819	Omicron	BA.1	12/29/2021	USA
SRR18129820	Omicron	BA.1	12/28/2021	USA
SRR18129821	Omicron	BA.1	1/18/2022	USA
SRR18129822	Omicron	BA.1	12/29/2021	USA
SRR18129823	Omicron	BA.1	12/29/2021	USA
SRR18129824	Omicron	BA.1	1/21/2022	USA
SRR18129825	Omicron	BA.1	1/21/2022	USA
SRR18129826	Omicron	BA.1	1/21/2022	USA
SRR18129827	Omicron	BA.1	1/21/2022	USA
SRR18129828	Omicron	BA.1	1/21/2022	USA
SRR18129829	Omicron	BA.1	1/21/2022	USA
SRR18129830	Omicron	BA.1	1/21/2022	USA
SRR18129831	Omicron	BA.1	1/18/2022	USA
SRR18129832	Omicron	BA.1	1/21/2022	USA
SRR18129833	Omicron	BA.1	1/21/2022	USA
SRR18129834	Omicron	BA.1	1/21/2022	USA
SRR18129835	Omicron	BA.1	1/21/2022	USA
SRR18129836	Omicron	BA.1	1/20/2022	USA
SRR18129837	Omicron	BA.1	1/20/2022	USA
SRR18129838	Omicron	BA.1	1/20/2022	USA
SRR18129839	Omicron	BA.1	1/20/2022	USA
SRR18129840	Omicron	BA.1	1/20/2022	USA
SRR18129841	Omicron	BA.1	1/20/2022	USA
SRR18129842	Omicron	BA.1	1/18/2022	USA
SRR18129843	Omicron	BA.1	1/20/2022	USA
SRR18129844	Omicron	BA.1	1/20/2022	USA
SRR18129845	Omicron	BA.1	1/20/2022	USA
SRR18129846	Omicron	BA.1	1/20/2022	USA
SRR18129847	Omicron	BA.1	1/20/2022	USA
SRR18129848	Omicron	BA.1	1/20/2022	USA
SRR18129849	Omicron	BA.1	1/20/2022	USA
SRR18129850	Omicron	BA.1	1/20/2022	USA
SRR18129851	Omicron	BA.1	1/20/2022	USA
SRR18129852	Omicron	BA.1	1/20/2022	USA
SRR18129853	Omicron	BA.1	1/18/2022	USA
SRR18129854	Omicron	BA.1	1/20/2022	USA
SRR18129855	Omicron	BA.1	1/19/2022	USA
SRR18129857	Omicron	BA.1	1/19/2022	USA
SRR18129858	Omicron	BA.1	1/19/2022	USA
SRR18129859	Omicron	BA.1	1/19/2022	USA
SRR18129860	Omicron	BA.1	1/19/2022	USA
SRR18129861	Omicron	BA.1	1/19/2022	USA
SRR18129862	Omicron	BA.1	1/19/2022	USA
SRR18129863	Omicron	BA.1	1/19/2022	USA
SRR18129864	Omicron	BA.1	1/18/2022	USA
SRR18129865	Omicron	BA.1	1/19/2022	USA
SRR18129866	Omicron	BA.1	1/19/2022	USA
SRR18129867	Omicron	BA.1	1/19/2022	USA
SRR18129868	Omicron	BA.1	1/19/2022	USA
SRR18129869	Omicron	BA.1	1/19/2022	USA
SRR18129870	Omicron	BA.1	1/19/2022	USA
SRR18129871	Omicron	BA.1	1/19/2022	USA
SRR18129872	Omicron	BA.1	12/23/2021	USA
SRR18129873	Omicron	BA.1	12/24/2021	USA
SRR18129874	Omicron	BA.1	12/23/2021	USA
SRR18129875	Omicron	BA.1	12/23/2021	USA
SRR18129876	Omicron	BA.1	12/23/2021	USA
SRR18129877	Omicron	BA.1	12/23/2021	USA
SRR18129878	Omicron	BA.1	12/23/2021	USA
SRR18129879	Omicron	BA.1	12/23/2021	USA
SRR18129880	Omicron	BA.1	12/23/2021	USA
SRR18129881	Omicron	BA.1	12/23/2021	USA
SRR18129882	Omicron	BA.1	12/28/2021	USA
SRR18129883	Omicron	BA.1	12/23/2021	USA
SRR18129884	Omicron	BA.1	12/23/2021	USA
SRR18129885	Omicron	BA.1	12/23/2021	USA
SRR18129886	Omicron	BA.1	12/23/2021	USA
SRR18129887	Omicron	BA.1	12/23/2021	USA
SRR18129888	Omicron	BA.1	12/23/2021	USA
SRR18129889	Omicron	BA.1	12/23/2021	USA
SRR18129890	Omicron	BA.1	12/23/2021	USA
SRR18129891	Omicron	BA.1	12/23/2021	USA
SRR18129892	Omicron	BA.1	12/23/2021	USA
SRR18129893	Omicron	BA.1	12/28/2021	USA
SRR18129894	Omicron	BA.1	12/23/2021	USA
SRR18129895	Omicron	BA.1	12/23/2021	USA
SRR18129896	Omicron	BA.1	12/23/2021	USA
SRR18129897	Omicron	BA.1	12/23/2021	USA
SRR18129898	Omicron	BA.1	12/23/2021	USA
SRR18129899	Omicron	BA.1	12/23/2021	USA
SRR18129900	Omicron	BA.1	12/23/2021	USA
SRR18129901	Omicron	BA.1	12/23/2021	USA
SRR18129902	Omicron	BA.1	12/23/2021	USA
SRR18129903	Omicron	BA.1	12/23/2021	USA
SRR18129904	Omicron	BA.1	12/28/2021	USA
SRR18129905	Omicron	BA.1	12/23/2021	USA
SRR18129906	Omicron	BA.1	12/23/2021	USA
SRR18129907	Omicron	BA.1	12/23/2021	USA
SRR18129908	Omicron	BA.1	12/23/2021	USA
SRR18129909	Omicron	BA.1	12/23/2021	USA
SRR18129910	Omicron	BA.1	12/23/2021	USA
SRR18129911	Omicron	BA.1	12/23/2021	USA
SRR18129912	Omicron	BA.1	12/23/2021	USA
SRR18129913	Omicron	BA.1	12/23/2021	USA
SRR18129914	Omicron	BA.1	12/23/2021	USA
SRR18129915	Omicron	BA.1	12/28/2021	USA
SRR18129916	Omicron	BA.1	12/23/2021	USA
SRR18129917	Omicron	BA.1	12/23/2021	USA
SRR18129918	Omicron	BA.1	12/23/2021	USA
SRR18129919	Omicron	BA.1	12/23/2021	USA
SRR18129920	Omicron	BA.1	12/23/2021	USA
SRR18129921	Omicron	BA.1	12/23/2021	USA
SRR18129922	Omicron	BA.1	12/22/2021	USA
SRR18129923	Omicron	BA.1	12/23/2021	USA
SRR18129924	Omicron	BA.1	12/23/2021	USA
SRR18129925	Omicron	BA.1	12/23/2021	USA
SRR18129926	Omicron	BA.1	12/28/2021	USA
SRR18129927	Omicron	BA.1	12/23/2021	USA
SRR18129928	Omicron	BA.1	12/23/2021	USA
SRR18129929	Omicron	BA.1	12/23/2021	USA
SRR18129930	Omicron	BA.1	12/23/2021	USA
SRR18129931	Omicron	BA.1	12/23/2021	USA
SRR18129932	Omicron	BA.1	12/22/2021	USA
SRR18129933	Omicron	BA.1	12/22/2021	USA
SRR18129934	Omicron	BA.1	12/22/2021	USA
SRR18129935	Omicron	BA.1	12/22/2021	USA
SRR18129936	Omicron	BA.1	12/22/2021	USA
SRR18129937	Omicron	BA.1	12/22/2021	USA
SRR18129938	Omicron	BA.1	12/23/2021	USA
SRR18129939	Omicron	BA.1	12/22/2021	USA
SRR18129940	Omicron	BA.1	12/22/2021	USA
SRR18129941	Omicron	BA.1	12/22/2021	USA
SRR18129942	Omicron	BA.1	12/22/2021	USA
SRR18129943	Omicron	BA.1	12/22/2021	USA
SRR18129944	Omicron	BA.1	12/22/2021	USA
SRR18129945	Omicron	BA.1	12/22/2021	USA
SRR18129946	Omicron	BA.1	12/22/2021	USA
SRR18129947	Omicron	BA.1	1/15/2022	USA
SRR18129948	Omicron	BA.1	12/22/2021	USA
SRR18129949	Omicron	BA.1	12/22/2021	USA
SRR18129950	Omicron	BA.1	12/21/2021	USA
SRR18129951	Omicron	BA.1	12/23/2021	USA
SRR18129952	Omicron	BA.1	12/22/2021	USA
SRR18129953	Omicron	BA.1	12/23/2021	USA
SRR18129954	Omicron	BA.1	12/22/2021	USA
SRR18129955	Omicron	BA.1	12/22/2021	USA
SRR18129956	Omicron	BA.1	12/22/2021	USA
SRR18129957	Omicron	BA.1	12/23/2021	USA
SRR18129958	Omicron	BA.1	1/15/2022	USA
SRR18129959	Omicron	BA.1	12/23/2021	USA
SRR18129960	Omicron	BA.1	12/23/2021	USA
SRR18129961	Omicron	BA.1	12/23/2021	USA
SRR18129962	Omicron	BA.1	12/22/2021	USA
SRR18129963	Omicron	BA.1	12/21/2021	USA
SRR18129964	Omicron	BA.1	12/21/2021	USA
SRR18129965	Omicron	BA.1	12/21/2021	USA
SRR18129966	Omicron	BA.1	12/21/2021	USA
SRR18129967	Omicron	BA.1	12/21/2021	USA
SRR18129968	Omicron	BA.1	12/21/2021	USA
SRR18129969	Omicron	BA.1	1/15/2022	USA
SRR18129970	Omicron	BA.1	12/21/2021	USA
SRR18129971	Omicron	BA.1	12/21/2021	USA
SRR18129972	Omicron	BA.1	12/21/2021	USA
SRR18129973	Omicron	BA.1	12/21/2021	USA
SRR18129974	Omicron	BA.1	12/21/2021	USA
SRR18129975	Omicron	BA.1	12/21/2021	USA
SRR18129976	Omicron	BA.1	12/21/2021	USA
SRR18129977	Omicron	BA.1	12/22/2021	USA
SRR18129978	Omicron	BA.1	12/21/2021	USA
SRR18129979	Omicron	BA.1	12/22/2021	USA
SRR18129980	Omicron	BA.1	12/23/2021	USA
SRR18129981	Omicron	BA.1	12/21/2021	USA
SRR18129982	Omicron	BA.1	12/21/2021	USA
SRR18129983	Omicron	BA.1	12/21/2021	USA
SRR18129984	Omicron	BA.1	12/21/2021	USA
SRR18129985	Omicron	BA.1	12/21/2021	USA
SRR18129986	Omicron	BA.1	12/21/2021	USA
SRR18129987	Omicron	BA.1	12/21/2021	USA
SRR18129988	Omicron	BA.1	12/21/2021	USA
SRR18129989	Omicron	BA.1	12/21/2021	USA
SRR18129990	Omicron	BA.1	12/21/2021	USA
SRR18129991	Omicron	BA.1	12/23/2021	USA
SRR18129992	Omicron	BA.1	12/21/2021	USA
SRR18129993	Omicron	BA.1	12/21/2021	USA
SRR18129994	Omicron	BA.1	12/21/2021	USA
SRR18129995	Omicron	BA.1	12/21/2021	USA
SRR18129996	Omicron	BA.1	12/21/2021	USA
SRR18129997	Omicron	BA.1	12/21/2021	USA
SRR18129998	Omicron	BA.1	12/21/2021	USA
SRR18129999	Omicron	BA.1	12/21/2021	USA
SRR18130000	Omicron	BA.1	12/21/2021	USA
SRR18130001	Omicron	BA.1	12/21/2021	USA
SRR18130002	Omicron	BA.1	1/15/2022	USA
SRR18130003	Omicron	BA.1	12/21/2021	USA
SRR18130004	Omicron	BA.1	12/21/2021	USA
SRR18130005	Omicron	BA.1	12/21/2021	USA
SRR18130006	Omicron	BA.1	12/21/2021	USA
SRR18130007	Omicron	BA.1	12/21/2021	USA
SRR18130008	Omicron	BA.1	12/21/2021	USA
SRR18130009	Omicron	BA.1	12/21/2021	USA
SRR18130010	Omicron	BA.1	12/21/2021	USA
SRR18130011	Omicron	BA.1	12/21/2021	USA
SRR18130012	Omicron	BA.1	12/21/2021	USA
SRR18130013	Omicron	BA.1	12/23/2021	USA
SRR18130014	Delta	AY.26	12/23/2021	USA
SRR18130015	Omicron	BA.1	12/23/2021	USA
SRR18130016	Omicron	BA.1	1/18/2022	USA
SRR18130017	Omicron	BA.1	1/18/2022	USA
SRR18130018	Omicron	BA.1	1/18/2022	USA
SRR18130019	Omicron	BA.1	1/18/2022	USA
SRR18130020	Omicron	BA.1	1/18/2022	USA
SRR18130021	Omicron	BA.1	1/18/2022	USA
SRR18130022	Omicron	BA.1	12/23/2021	USA
SRR18130023	Omicron	BA.1	12/28/2021	USA
SRR18130024	Omicron	BA.1	12/23/2021	USA
SRR18130025	Omicron	BA.1	12/23/2021	USA
SRR18130026	Omicron	BA.1	12/23/2021	USA
SRR18130027	Omicron	BA.1	12/23/2021	USA
SRR18130028	Omicron	BA.1	12/23/2021	USA
SRR18130029	Omicron	BA.1	12/24/2021	USA
SRR18130030	Omicron	BA.1	12/23/2021	USA
SRR18130031	Omicron	BA.1	12/23/2021	USA
SRR18130032	Omicron	BA.1	12/23/2021	USA
SRR18130033	Omicron	BA.1	12/23/2021	USA
SRR18130034	Omicron	BA.1	12/28/2021	USA
SRR18130035	Omicron	BA.1	12/24/2021	USA
SRR18130036	Omicron	BA.1	12/23/2021	USA
SRR18130037	Omicron	BA.1	12/23/2021	USA
SRR18130038	Omicron	BA.1	12/24/2021	USA
SRR18130039	Omicron	BA.1	12/23/2021	USA
SRR18130040	Omicron	BA.1	12/24/2021	USA
SRR18130041	Omicron	BA.1	12/24/2021	USA
SRR18130042	Omicron	BA.1	12/23/2021	USA
SRR18130043	Omicron	BA.1	12/23/2021	USA
SRR18130044	Omicron	BA.1	12/23/2021	USA
SRR18130045	Omicron	BA.1	12/28/2021	USA
SRR18130046	Omicron	BA.1	12/28/2021	USA
SRR18130047	Omicron	BA.1	12/28/2021	USA
SRR18130048	Omicron	BA.1	12/28/2021	USA
SRR18130049	Omicron	BA.1	12/28/2021	USA
SRR18130050	Omicron	BA.1	12/28/2021	USA
SRR18130051	Omicron	BA.1	12/28/2021	USA
SRR18130052	Omicron	BA.1	12/28/2021	USA
SRR18130053	Omicron	BA.1	12/28/2021	USA
SRR18130054	Omicron	BA.1	1/18/2022	USA
SRR18130055	Omicron	BA.1	12/28/2021	USA
SRR18130056	Omicron	BA.1	12/28/2021	USA
SRR18130057	Omicron	BA.1	12/28/2021	USA
SRR18130058	Omicron	BA.1	12/28/2021	USA
SRR18130059	Omicron	BA.1	12/28/2021	USA
SRR18130060	Omicron	BA.1	12/28/2021	USA
SRR18130061	Omicron	BA.1	12/30/2021	USA
SRR18130062	Omicron	BA.1	12/28/2021	USA
SRR18130063	Omicron	BA.1	12/28/2021	USA
SRR18130064	Omicron	BA.1	12/28/2021	USA
SRR18130065	Omicron	BA.1	1/18/2022	USA
SRR18130066	Omicron	BA.1	12/28/2021	USA
SRR18130067	Omicron	BA.1	12/28/2021	USA
SRR18130068	Omicron	BA.1	12/28/2021	USA
SRR18130069	Omicron	BA.1	12/28/2021	USA
SRR18130070	Omicron	BA.1	12/28/2021	USA
SRR18130071	Omicron	BA.1	12/28/2021	USA
SRR18130072	Omicron	BA.1	12/28/2021	USA
SRR18130073	Omicron	BA.1	12/28/2021	USA
SRR18130074	Omicron	BA.1	12/28/2021	USA
SRR18130075	Omicron	BA.1	12/28/2021	USA
SRR18130076	Omicron	BA.1	1/18/2022	USA
SRR18130077	Omicron	BA.1	12/28/2021	USA
SRR18130078	Omicron	BA.1	12/28/2021	USA
SRR18130079	Omicron	BA.1	12/28/2021	USA
SRR18130080	Omicron	BA.1	12/28/2021	USA
SRR18130081	Omicron	BA.1	12/28/2021	USA
SRR18130082	Omicron	BA.1	12/28/2021	USA
SRR18130085	Omicron	BA.1	12/28/2021	USA
SRR18130086	Omicron	BA.1	12/28/2021	USA
SRR18130087	Omicron	BA.1	1/18/2022	USA
SRR18130088	Omicron	BA.1	12/28/2021	USA
SRR18130089	Omicron	BA.1	12/28/2021	USA
SRR18130090	Omicron	BA.1	12/28/2021	USA
SRR18130091	Omicron	BA.1	12/28/2021	USA
SRR18130092	Omicron	BA.1	12/28/2021	USA
SRR18130093	Omicron	BA.1	12/28/2021	USA
SRR18130094	Omicron	BA.1	12/28/2021	USA
SRR18130095	Omicron	BA.1	12/28/2021	USA
SRR18130096	Omicron	BA.1	12/28/2021	USA
SRR18130097	Omicron	BA.1	12/28/2021	USA
SRR18130098	Omicron	BA.1	1/18/2022	USA
SRR18130099	Omicron	BA.1	12/28/2021	USA
SRR18130100	Omicron	BA.1	12/28/2021	USA
SRR18130101	Omicron	BA.1	12/28/2021	USA
SRR18130102	Omicron	BA.1	12/28/2021	USA
SRR18130103	Omicron	BA.1	12/28/2021	USA
SRR18130104	Omicron	BA.1	12/28/2021	USA
SRR18130105	Omicron	BA.1	12/28/2021	USA
SRR18130106	Omicron	BA.1	12/30/2021	USA
SRR18130107	Omicron	BA.1	12/30/2021	USA
SRR18130108	Omicron	BA.1	12/29/2021	USA
SRR18130109	Omicron	BA.1	1/18/2022	USA
SRR18130110	Omicron	BA.1	12/29/2021	USA
SRR18130111	Omicron	BA.1	12/29/2021	USA
SRR18130112	Omicron	BA.1	12/29/2021	USA
SRR18130113	Omicron	BA.1	12/29/2021	USA
SRR18130114	Omicron	BA.1	12/30/2021	USA
SRR18130115	Omicron	BA.1	12/29/2021	USA
SRR18130116	Omicron	BA.1	12/30/2021	USA
SRR18130117	Omicron	BA.1	12/30/2021	USA
SRR18130118	Omicron	BA.1	1/14/2022	USA
SRR18130119	Omicron	BA.1	1/14/2022	USA
SRR18130120	Omicron	BA.1	1/14/2022	USA
SRR18130121	Omicron	BA.1	1/14/2022	USA
SRR18130122	Omicron	BA.1	1/18/2022	USA
SRR18130123	Omicron	BA.1	1/14/2022	USA
SRR18130124	Omicron	BA.1	1/14/2022	USA
SRR18130125	Omicron	BA.1	1/14/2022	USA
SRR18130126	Omicron	BA.1	1/14/2022	USA
SRR18130127	Omicron	BA.1	1/14/2022	USA
SRR18130128	Omicron	BA.1	1/14/2022	USA
SRR18130129	Omicron	BA.1	1/14/2022	USA
SRR18130130	Omicron	BA.1	1/14/2022	USA
SRR18130131	Omicron	BA.1	1/14/2022	USA
SRR18130132	Omicron	BA.1	1/14/2022	USA
SRR18130133	Omicron	BA.1	1/18/2022	USA
SRR18130134	Omicron	BA.1	1/14/2022	USA
SRR18130135	Omicron	BA.1	1/14/2022	USA
SRR18130136	Omicron	BA.1	1/14/2022	USA
SRR18130137	Omicron	BA.1	1/14/2022	USA
SRR18130138	Omicron	BA.1	1/14/2022	USA
SRR18130139	Omicron	BA.1	1/14/2022	USA
SRR18130140	Omicron	BA.1	1/14/2022	USA
SRR18130141	Omicron	BA.1	1/14/2022	USA
